text,source,created_at,state
"How to Debug Node.JS apps with Google Firebase Studio? <p>I am having hard time while trying to debug a Node.JS app with the visual interface of VS Code. Firebase studio has only the option to &quot;Install additional debuggers...&quot;
The option to &quot;Install additional debuggers...&quot; typically appears when the necessary debugger component for a specific project type (e.g. JavaScript, C#, Python, C++) is not installed or configured correctly in a IDE, such as Visual Studio Code (VS Code) or potentially an integrated Firebase Studio environment</p>
<p>Can anybody help me debug this Node.JS project?</p>
<p><a href=""https://i.sstatic.net/3GZJs8tl.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/3GZJs8tl.png"" alt=""enter image description here"" /></a></p>",stackoverflow,2025-12-25 20:14:49,open
"Why does a global statically initialized variable have a different value when debugging? / Why is my debugger loading different code to my device? <p>I am doing some embedded development practice in C, and I ran into an issue that puzzles me which suddenly popped up.</p>
<p>I have a variable that is initialised in main.c:</p>
<pre class=""lang-c prettyprint-override""><code>// Led colour setting
BSP_LED_HSL hsl = {
    0,
    1,
    2
};
</code></pre>
<p>I am not sure if it is relevant but <code>BSP_LED_HSL</code> is typedeffed like below: <code>SFP_11_20</code> is just some signed fixed point type I created myself, and I tried to make it irrelevant to the problem by just assigning <code>hsl = {0,1,2}</code> as above.</p>
<pre class=""lang-c prettyprint-override""><code>typedef int32_t SFP_11_20;

typedef SFP_11_20 BSP_LED_HSL_TYPE;
typedef BSP_LED_HSL_TYPE BSP_LED_HSL[3];
</code></pre>
<p>The top of main.c looks like this:</p>
<pre class=""lang-c prettyprint-override""><code>int main(void) {    
    
    BSP_init(); // Lots of initialization done here, cannot remove it from the example.
    // These are simply printf macros. They get sent over UART.
    JSM_PRINTF(&quot;[%u] BSP initialized...\n&quot;, BSP_get_time_millis());
    JSM_PRINTF(&quot;HSL[0]: %i\n&quot;, hsl[0]);
    JSM_PRINTF(&quot;HSL[1]: %i\n&quot;, hsl[1]);
    JSM_PRINTF(&quot;HSL[2]: %i\n&quot;, hsl[2]);
    // Things are already wrong here, so I am snipping code here.
}
</code></pre>
<p>When normally running the code I get this expected result.</p>
<pre><code>[0] BSP initialized... 
HSL[0]: 0 
HSL[1]: 1
HSL[2]: 2  
[1] LM initialized...
</code></pre>
<p>However, when debugging and breaking at the start of <code>main</code>, <em>before</em> <code>BSP_init()</code> <code>hsl</code> seems to have defaulted to <code>0xFFFFFFFF</code> = -1 in all elements, and this also shows in the results. In fact, even when I break in the <code>ResetHandler</code> the values are wrong already. I think the debugger is showing the correct values because this is the result:</p>
<pre><code>[0] BSP initialized...
HSL[0]: -1
HSL[1]: -1
HSL[2]: -1
</code></pre>
<p>What could possibly cause this variable to change during debugging? Normally I would expect that I made a mistake with memory management and have overwritten it somehow, but that cannot seem to be the case here.</p>
<p>Where should I start looking? The image I am flashing is the same when debugging, as far as I know, but is there a way to check this?</p>
<p><strong>Update, overview:</strong></p>
<ul>
<li>My debug build and run build are <em>supposed</em> to be the same.</li>
<li>The binary is generated from the compiled <code>.axf</code> file I generate, and the debugger uses this same file as an input.</li>
<li>I am not aware what the debugger does afterwards, whether it makes any adaptations, &quot;secretly&quot; builds something else and uploads another binary.</li>
<li>The debugger interface itself has been shown to work correctly. Addresses have been shown to stay the same, values are indeed read from this address, and printing pointer addresses and reading them over a serial monitor, confirms that everything is consistent.</li>
<li>The question now seems to have boiled down to:
<ul>
<li>Why is there a difference in what is uplinked to the device when debugging, if there is?</li>
<li>Is the difference that the data is not loaded into memory when the <code>__main</code> is ran between the <code>ResetHandler</code> and <code>main</code>?</li>
<li>What settings would prevent or fix this?</li>
</ul>
</li>
</ul>
<p><strong>Update 2:</strong></p>
<pre><code>&quot;request&quot;: &quot;attach&quot; // Instead of &quot;launch&quot; in `launch.json`
</code></pre>
<p>The problem has been further narrowed down by not <em>launching</em> but <em>attaching</em> the debugger. Everything seems fixed now, but of course it still doesn't explain what happens and how to properly <em>launch</em> the debugger. This is the line that I changed.</p>
<p>EDIT:</p>
<p>Extra info about my toolchain:</p>
<pre><code>armclang -MMD -c -g -std=c11 -DTM4C123GH6PM -DJSM_ENABLE --include-directory=C:\code\custom-cmsis -IC:\code\custom-cmsis\CMSIS-arm-default\Core\Include -I./src/bsp -I./src/jlib -I./src/features -I./src/runtime_environment -I./src/jorgOS -D__MICROLIB  --target=arm-arm-none-eabi -mcpu=cortex-m4 -mfpu=none -mfloat-abi=soft device/TM4C123GH6PM/system_TM4C123.c -o build/./device/TM4C123GH6PM/system_TM4C123.c.o        
armlink --info sizes --map --list target-linking-info --library_type=microlib --scatter=./device/TM4C123GH6PM/scatter.txt build/./src/main.c.o build/./src/bsp/bsp_led.c.o build/./src/bsp/bsp.c.o build/./src/bsp/uart.c.o build/./src/bsp/bsp_timer.c.o build/./src/features/led_manager.c.o &lt;snip/snip&gt; build/./device/TM4C123GH6PMC123.s.o build/startup_TM4C123.s.o build/./device/TM4C123GH6PM/system_TM4C123.c.o -o build/image/TM4C123GH6PM.axf
fromelf --bin -o build/image/TM4C123GH6PM.bin build/image/TM4C123GH6PM.axf
lmflash build/image/TM4C123GH6PM.bin -r -v -i ICDI
</code></pre>
<p>EDIT 2:</p>
<pre><code>armclang.exe --version

Product: Keil MDK Community (non-commercial free of charge)
Component: Arm Compiler for Embedded 6.22
Tool: armclang [5ee92100]
</code></pre>
<p>The target is the <code>TM4C123GH6PM</code> chip. For debugging I use the Cortex extension in VS Code, which has the following settings. I don't really know how the debugger works or what commands it is running in the background.</p>
<pre><code>{
            &quot;name&quot;: &quot;Cortex&quot;,
            &quot;cwd&quot;: &quot;${workspaceRoot}&quot;,
            &quot;executable&quot;: &quot;./build/image/TM4C123GH6PM.axf&quot;,
            &quot;type&quot;: &quot;cortex-debug&quot;,
            &quot;request&quot;: &quot;launch&quot;,
            &quot;servertype&quot;: &quot;openocd&quot;,
            &quot;interface&quot;: &quot;jtag&quot;,
            &quot;device&quot;: &quot;TM4C123GH6PM&quot;,
            &quot;searchDir&quot;: [&quot;C:\\tools\\openocd\\xpack-openocd-0.12.0-3\\openocd\\scripts\\board&quot;],
            &quot;configFiles&quot;: [&quot;ti_ek-tm4c123gxl.cfg&quot;],
            &quot;svdFile&quot;: &quot;./device/TM4C123GH6PM/TM4C123GH6PM.svd&quot;,
            &quot;runToMain&quot;: false,
            //&quot;cmsisPack&quot;: &quot;${command:device-manager.getDevicePack}&quot;
        },
</code></pre>
<p>EDIT 3:</p>
<p>Adding a canary global variable.
I found out multiple global variables are corrupted when debugging.</p>
<p>I tried to explore what by adding <code>uint32_t canary;</code> in multiple scenarios and reading the value.</p>
<pre><code>uint32_t canary = 0xDEADBEEF;

int main(void) {
    // Breakpoint shows canary is 0xFFFFFFFF
    canary = 0x1; // Here it correctly changes to 0x1.
// SNIP
};
</code></pre>
<pre><code>uint32_t canary = 0x0;

int main(void) {
    // Breakpoint shows canary is 0x0.
    canary = 0x1; // Canary correctly changes to 0x1
// SNIP
};
</code></pre>
<p>EDIT 4 (<em>printing addressing</em>):</p>
<p>The following extra print statement in <code>main.c</code> results in <code>&amp;HSL[0]: 0x2000000C</code> both when debugging and <em>not</em> debugging. The address is the same and agrees with the debugger and the linking information.
I also saw some questions about what library I am using. I am using microlib.</p>
<pre><code>// Snip
BSP_init();
JSM_PRINTF(&quot;&amp;HSL[0]: 0x%08X\n&quot;, &amp;hsl[0]); 
//Snip
</code></pre>
<p>EDIT 5:</p>
<p>The debugger does try to download thing to the device itself:</p>
<pre><code>13-target-download
-&gt; 13+download,{section=&quot;EXECUTION_REGION_RAM&quot;,section-size=&quot;32&quot;,total-size=&quot;96002&quot;}
-&gt; 13+download,{section=&quot;EXECUTION_REGION_RAM&quot;,section-sent=&quot;32&quot;,section-size=&quot;32&quot;,total-sent=&quot;32&quot;,total-size=&quot;96002&quot;}
-&gt; 13+download,{section=&quot;EXECUTION_REGION_ROM&quot;,section-size=&quot;17628&quot;,total-size=&quot;96002&quot;}
</code></pre>
<p>Could it be that this fails, and this warning has something to do with it?</p>
<pre><code>-&gt; &amp;&quot;warning: Loadable section \&quot;EXECUTION_REGION_RAM\&quot; outside of ELF segments\n  in &quot;
warning: Loadable section &quot;EXECUTION_REGION_RAM&quot; outside of ELF segments
</code></pre>
<p>EDIT 5: <em>Comparison of my own scatter file and the one from Keil uVision.</em></p>
<p>I am using my own scatter-file, because of the educational effort I was doing. To me they are copies but with different comments.</p>
<pre><code>; Keil uVision version
LR_IROM1 0x00000000 0x00040000  {    ; load region size_region
  ER_IROM1 0x00000000 0x00040000  {  ; load address = execution address
   *.o (RESET, +First)
   *(InRoot$$Sections)
   .ANY (+RO)
   .ANY (+XO)
  }
  RW_IRAM1 0x20000000 0x00008000  {  ; RW data
   .ANY (+RW +ZI)
  }
}


</code></pre>
<pre><code>; My own version.

LOAD_REGION 0x00000000 0x00040000 {
    EXECUTION_REGION_ROM 0x00000000 0x00040000 { ; The execution region is at the same location as the load region.
        *.o (RESET, +FIRST) ; The RESET AREA in startup_TM4C123.s is apparently arbitrarily named. It just needs to be placed at the first location in ROM at address 0x0.
        *(InRoot$$Sections) ; Many sections MUST be placed in a root region (same location during load and execution time). The names of these sections change (per release of armlink). This name is, however, future-proof accross releases.
        .ANY (+RO) ; .ANY matches unassigned sections. +RO selects read-only sections
        .ANY (+XO) ;  +XO matches execution-only sections.
    }

    ; Now the Read-Write execution region is defined.
    EXECUTION_REGION_RAM 0x20000000 0x00008000 { ; The datasheet gives the correct location and correct size (again, this is the maximum size in the scatter file)
        .ANY (+RW +ZI) ; Matchh all Read-Write AND Zero-Initiated sections

    }

}
</code></pre>",stackoverflow,2025-12-25 07:31:28,open
"How to properly pass shellcode as a command line argument in Windbg using Python (pykd) <p>I'm using WinDbg and a python script along with the pykd plugin to send shell code to a basic C program in WinDbg.</p>
<p>Here is my python script:</p>
<pre><code>import pykd
import sys

shellcode = &quot;\x64\x8b\x12&quot;
shellcode1 = bytes.fromhex(shellcode) 

target_app_path = &quot;C:\\Documents\\Visual Studio\\Visual Studio 2019\\Projects\\XFL\\ComLineStrcpy\\Release\\ComLineStrcpy.exe&quot;

arguments = f'&quot;{shellcode1}&quot;' 
create_command = f'.create {target_app_path} {arguments}'
print(f&quot;Creating process with command: {create_command}&quot;)
pykd.dbgCommand(create_command) #

print(&quot;Resuming execution to the application's entry point...&quot;)
pykd.dbgCommand(&quot;g&quot;) # The 'g' command tells the debugger to go (run)

print(&quot;Script finished. The application is now being debugged in WinDbg.&quot;)
</code></pre>
<p><strong>What I need help with is how should the shell code be presented or formatted in the python script so that WinDbg treats the string as binary opcodes ?</strong> As of now when I run this script in WinDbg the following display can be seen that the hex characters are not represented as their equivalent opcodes therefore the disassembly is incorrect.</p>
<pre><code>1:027:x86&gt; db 0019fd38 
0019fd38  64 c2 8b 12 00 00 00 00-00 00 00 00 00 00 00 00  d...............
0019fd48  00 00 00 00 00 00 00 00-00 00 00 00 00 00 00 00  ................
0019fd58  00 00 00 00 00 00 00 00-00 00 00 00 00 00 00 00  ................
0019fd68  00 00 00 00 00 00 00 00-00 00 00 00 00 00 00 00  ................
0019fd78  00 00 00 00 00 00 00 00-00 00 00 00 00 00 00 00  ................
0019fd88  00 00 00 00 00 00 00 00-00 00 00 00 00 00 00 00  ................
0019fd98  00 00 00 00 00 00 00 00-00 00 00 00 00 00 00 00  ................
0019fda8  00 00 00 00 00 00 00 00-00 00 00 00 00 00 00 00  ................
</code></pre>
<p>where as the disassembly is as follows:</p>
<pre><code>0019fd38 64c28b12        ret     128Bh
</code></pre>
<p>As it is shown there is a c2 encoded byte in the above output and the correct output should be:</p>
<pre><code>0:  64 8b 12                mov    edx,DWORD PTR fs:[edx]  
</code></pre>",stackoverflow,2025-12-25 01:07:15,open
"Visual Studio Code debugger not catching breakpoint in first Flutter template app (running on Google Chrome)) <p>I am trying to figure it out why while debugging in Visual Studio Code the first template Flutter app the debugger is not catching the instruction:</p>
<pre class=""lang-dart prettyprint-override""><code>_counter++;
</code></pre>
<p>or</p>
<pre class=""lang-dart prettyprint-override""><code>_counter--;
</code></pre>
<p>Here, I am attaching the debugging process, I am expecting the debugger to hold breakpoint on every line that I have selected breakpoint. The breakpoint only activates on line 64. It does not activates on line 63 and 65, why is that?</p>
<p><a href=""https://i.sstatic.net/zwVUCa5n.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/zwVUCa5n.png"" alt=""enter image description here"" /></a></p>
<p>The issue only occurs when running program in Google Chrome (web app). It does not occur when running on android emulator.
In addition, the same program in Android Studio while debugging the debugger holds on line 62, 63, 64 and 65 while running in Google Chrome</p>",stackoverflow,2025-12-24 14:30:47,open
"Disable attribute evaluation in debugpy / pydevd in Visual Studio Code <p>I have an object which has multiple properties that when accesses query a SQL database. When I debug a region where such an object is present, e.g. in VSC with debugpy, all these attributes are accessed causing many warnings and debugging is unresponsive.</p>
<blockquote>
<p>pydevd warning: Getting attribute Study.best_value was slow (took 30.00s)
Customize report timeout by setting the <code>PYDEVD_WARN_SLOW_RESOLVE_TIMEOUT</code> environment variable to a higher timeout (default is: 0.5s)</p>
</blockquote>
<p>As all warnings seem to be capped at 30.00s. I assume there is some setting that allows to reduce this time. Does reducing it cancel the attribute access early or disable it if it is set to 0?
Still as it causes a database access I would like to disable it complete - best in a on demand way when such a object is in the current frame.
Is there a way to do it?</p>
<hr />
<p>Related on how to increase the timeout warning: <a href=""https://stackoverflow.com/q/71695716/12439683"">pydevd warnings in Visual Studio Code Debug Console</a></p>",stackoverflow,2025-12-22 18:58:25,open
"Is it possible to know if the debugger is running free or not? <p><em>I find hard to explain myself, so i'm starting with my specific need as example and then asks for a more general question.</em></p>
<p>I have some functions which are dependent of time passed from the last call, and i have a function which is counting milliseconds, lets call it <code>StopWatch()</code>.</p>
<p>While the program runs &quot;free&quot;, I have no problems, but when I break somewhere, and use any of the &quot;step&quot; commands (&quot;run to cursor&quot;, &quot;next line&quot;, etc) <code>StopWatch()</code> may be called and, obviously, the result will reflect the amount of time passed while the program was paused.</p>
<p>I would like to have a condition, inside <code>StopWatch()</code> that detects if it is called inside a &quot;step&quot; command and just add 1ms to his counter instead of using the real time.</p>
<p>So, is there a way to know that the debugger is running free or instead executing a single &quot;step&quot;?</p>",stackoverflow,2025-12-22 10:10:06,open
"Xdebug: [Config] WARN: Can't create control Named Pipe (0x0) <p>I use WAMP 3.4.0 on Win11 and try to debug a local web page. Unfortunately the &quot;break at first line&quot; and any other break point does not work. With xdebug.log_level=7 I only a couple of those messages mentioned above.</p>
<p>Any suggestions?</p>",stackoverflow,2025-12-18 10:42:53,open
"How do I turn the Run button into Run and Debug in VSC? <p>On my newest project in VSC, I have a Run button:
<img src=""https://i.sstatic.net/XeMzC9cg.png"" alt=""image of Run button"" /> (with a play symbol),
but on my previous project, I had a Run and Debug button:
<img src=""https://i.sstatic.net/pBXaejJf.png"" alt=""image of Run and Debug button"" /> (with a bug symbol over the play symbol).
How do I get the Run button to become a Run and Debug button?</p>
<p>This is  Python coding. I do have launch.json file and I do have a proper Debugger. They are both the same in the nutshell, the finished one just has some added stuff, but nothing that would interfere with this.</p>
<p>I might think that the newest update to Python/VSC might mess this up, but it is really annoying to be to not be able to enter Run and Debug mode with one click.</p>
<p>And yes, I do know I can use the F5 and enter the Run and Debug mode, but muscle memory is killing me here and my ADHD has to use the mouse hahahaha</p>",stackoverflow,2025-12-17 08:45:47,open
"translation of f# expression to c# in the debugger <p><code>Ionide</code> debugger doesn't support <code>f#</code> now. Such expressions should be translated to <code>c#</code>.</p>
<p>How can I see, say, the following expression:</p>
<pre class=""lang-ml prettyprint-override""><code>connections|&gt;List.map(fun c-&gt;c.Probabilities)
</code></pre>
<p><strong>Edits:</strong>
Tried the approach suggested by Richard:</p>
<pre class=""lang-ml prettyprint-override""><code>let wrapListMap&lt;'t, 's&gt; (mapper, tist: 't list) : 's list = tist |&gt; List.map mapper
let f t = t + 1
let a = [ 0; 1 ]
</code></pre>
<p>Then I try to call in debugger:</p>
<pre><code>wrapListMap (f, a)
</code></pre>
<p>But getting:</p>
<pre><code>error CS0103: The name 'wrapListMap' does not exist in the current context
</code></pre>
<p><strong>Edit:</strong></p>
<p>I see the following in ILSpy:</p>
<pre class=""lang-cs prettyprint-override""><code>using Microsoft.FSharp.Collections;
using Microsoft.FSharp.Core;

public static FSharpList&lt;s&gt; wrapListMap&lt;t, s&gt;(FSharpFunc&lt;t, s&gt; mapper, FSharpList&lt;t&gt; tist)
{
    return ListModule.Map(mapper, tist);
}
</code></pre>
<p>Still don't understand why the error appears. Looks like <code>wrapListMap (f, a)</code> should work</p>",stackoverflow,2025-12-16 17:16:48,open
"Debugging a c# xunit project with netcoredbg in neovim is skipping the breakpoints <p>I'm using netcoredbg to debug xunit tests for a c# project in neovim.</p>
<p>I'm getting this warning:</p>
<p>&quot;You are debugging a Release build of MIcrosoft.TestPlatform.Build.dll. Using Just My Code with Release builds using compiler optimizations ...... breakpoints will not be hit....</p>
<p>For some reason netcoredbg is using the actual dll's from the testing platform as if its part of my code and therefore doesn't hit the break points.</p>
<p>I tried building the tests specifically using <code>-c Debug</code>. I treid dbugging with <code>justMyCode</code> set to <code>true</code> and to <code>false</code>.</p>
<p>I'm using neovim on an arch distro.</p>
<p>Here is my dap config:</p>
<pre class=""lang-lua prettyprint-override""><code>    {
        &quot;mfussenegger/nvim-dap&quot;,
        config = function()
            local dap = require(&quot;dap&quot;)

            dap.adapters.debugpy = {
                type = &quot;executable&quot;,
                command = &quot;/home/yaakov/virtual-envs/main-venv/bin/python&quot;,
                args = { &quot;-m&quot;, &quot;debugpy.adapter&quot; },
                cwd = &quot;/home/yaakov/repos/python/&quot;,
            }

            -- dap.adapters.coreclr = {
            --     type = &quot;executable&quot;,
            --     command = &quot;netcoredbg&quot;,
            --     args = { &quot;--interpreter=vscode&quot; },
            -- }
            dap.adapters.coreclr = {
                type = &quot;executable&quot;,
                command = vim.fn.stdpath(&quot;data&quot;) .. &quot;/mason/packages/netcoredbg/netcoredbg&quot;,
                args = { &quot;--interpreter=vscode&quot; },
            }
            dap.adapters.netcoredbg = {
                type = &quot;executable&quot;,
                command = vim.fn.stdpath(&quot;data&quot;) .. &quot;/mason/packages/netcoredbg/netcoredbg&quot;,
                args = { &quot;--interpreter=vscode&quot; },
            }
            -- dap.adapters.coreclr = {
            --     type = &quot;executable&quot;,
            --     command = &quot;/home/yaakov/.local/share/nvim/dap/vsdbg/vsdbg&quot;,
            --     args = { &quot;--interpreter=vscode&quot;},
            -- }

            local dotnet = require(&quot;config.nvim-dap-dotnet&quot;)
            dap.configurations.cs = {
                {
                    type = &quot;coreclr&quot;,
                    name = &quot;launch - netcoredbg&quot;,
                    request = &quot;launch&quot;,
                    program = function()
                        return dotnet.build_dll_path()
                    end,
                }
            }

            vim.keymap.set(&quot;n&quot;, &quot;&lt;leader&gt;da&quot;, function()
                require('dap').run({
                    type = &quot;coreclr&quot;,
                    request = &quot;attach&quot;,
                    name = &quot;Attach debugger&quot;,
                    processId = require(&quot;dap.utils&quot;).pick_process
                })
            end)

            vim.api.nvim_set_hl(0, &quot;DapBreakpointColor&quot;, { fg = &quot;#FF0000&quot; }) -- , bg = &quot;#3C1010&quot;
            vim.api.nvim_set_hl(0, &quot;DapStoppedLine&quot;, { bg = &quot;#4A4A00&quot; })

            vim.fn.sign_define(&quot;DapBreakpoint&quot;, {
                text = &quot;🛑&quot;, -- ●
                texthl = &quot;DapBreakpointColor&quot;,
            })

            vim.fn.sign_define(&quot;DapStopped&quot;, {
                text = &quot;▶&quot;,
                texthl = &quot;DapStopped&quot;,
                linehl = &quot;DapStoppedLine&quot;,
            })

            vim.keymap.set(&quot;n&quot;, &quot;&lt;F5&gt;&quot;, function()
                dap.continue()
            end)
            vim.keymap.set(&quot;n&quot;, &quot;&lt;M-F5&gt;&quot;, function()
                dap.restart()
            end)
            vim.keymap.set(&quot;n&quot;, &quot;&lt;C-M-F5&gt;&quot;, function()
                dap.terminate()
            end)

            vim.keymap.set(&quot;n&quot;, &quot;&lt;F10&gt;&quot;, function()
                dap.step_over()
            end)
            vim.keymap.set(&quot;n&quot;, &quot;&lt;F11&gt;&quot;, function()
                dap.step_into()
            end)
            vim.keymap.set(&quot;n&quot;, &quot;&lt;F12&gt;&quot;, function()
                dap.step_out()
            end)
            vim.keymap.set(&quot;n&quot;, &quot;&lt;S-F5&gt;&quot;, function() end)

            -- vim.keymap.set(&quot;n&quot;, &quot;&lt;leader&gt;bp&quot;, function()
            --     dap.toggle_breakpoint()
            -- end)

            vim.keymap.set(&quot;n&quot;, &quot;&lt;leader&gt;dr&quot;, function()
                dap.repl.toggle()
            end)
            vim.keymap.set({ &quot;n&quot;, &quot;v&quot; }, &quot;&lt;leader&gt;dh&quot;, function()
                require(&quot;dap.ui.widgets&quot;).hover()
            end)
            vim.keymap.set({ &quot;n&quot;, &quot;v&quot; }, &quot;&lt;leader&gt;dp&quot;, function()
                require(&quot;dap.ui.widgets&quot;).preview()
            end)
            vim.keymap.set(&quot;n&quot;, &quot;&lt;leader&gt;df&quot;, function()
                local widgets = require(&quot;dap.ui.widgets&quot;)
                widgets.centered_float(widgets.frames)
            end)
            vim.keymap.set(&quot;n&quot;, &quot;&lt;leader&gt;ds&quot;, function()
                local widgets = require(&quot;dap.ui.widgets&quot;)
                widgets.centered_float(widgets.scopes)
            end)
        end,
    },
</code></pre>",stackoverflow,2025-12-14 22:36:39,open
